director,cast,year,movie_name,rating
Giles Walker,"Mark Rendall,Tyler Hynes,Victoria Sanchez,Edward Yankie,John Dunn-Hill",2001,Tales from the Neverending Story: The Beginning,5.8
Pat Proft,"Leslie Nielsen,Richard Crenna,Kelly LeBrock,Melinda McGraw,Michael York,Sandra Bernhard,Aaron Pearl,Leslie Jones,Ben Ratner,Gerard Plunkett,Duncan Fraser,John Walsh,Maury Hannigan,Chick Hearn,Lamb Chop",1998,Wrongfully Accused,6
"Paul Justman,Ray Manzarek","Jim Morrison,Ray Manzarek,Robby Krieger,John Densmore,Paul Kantner,Grace Slick",1991,The Doors: Live in Europe 1968,7.8
Alfred Hitchcock,"Jon Finch,Alec McCowen,Barry Foster,Billie Whitelaw,Anna Massey,Barbara Leigh-Hunt,Bernard Cribbins,Vivien Merchant,Michael Bates,Jean Marsh,Clive Swift,Madge Ryan,Elsie Randolph,Gerald Sim,John Boxer",1972,Frenzy,7.5
Alfred Hitchcock,"Karen Black,Bruce Dern,Barbara Harris,William Devane,Ed Lauter,Cathleen Nesbitt,Katherine Helmond,Warren J. Kemmerling,Edith Atwater,William Prince,Nicholas Colasanto,Marge Redmond,John Lehne,Charles Tyner,Alexander Lockwood",1976,Family Plot,6.8
Alfred Hitchcock,"Frederick Stafford,Dany Robin,John Vernon,Karin Dor,Michel Piccoli,Philippe Noiret,Claude Jade,Michel Subor,Per-Axel Arosenius,Roscoe Lee Browne,Edmon Ryan,Sonja Kolthoff,Tina Hedstrm,John Van Dreelen,Donald Randolph",1969,Topaz,6.3
Alfred Hitchcock,"Paul Newman,Julie Andrews,Lila Kedrova,Hansjrg Felmy,Tamara Toumanova,Wolfgang Kieling,Ludwig Donath,Gnter Strack,David Opatoshu,Gisela Fischer,Mort Mills,Carolyn Conwell,Arthur Gould-Porter,Gloria Gorvin",1966,Torn Curtain,6.7
Alfred Hitchcock,"Tippi Hedren,Sean Connery,Martin Gabel,Louise Latham,Diane Baker,Alan Napier,Bob Sweeney,Milton Selzer,Henry Beckman,Edith Evanson,Mariette Hartley,Bruce Dern,S. John Launer,Meg Wyllie",1964,Marnie,7.2
Alfred Hitchcock,"Edmund Gwenn,John Forsythe,Mildred Natwick,Mildred Dunnock,Jerry Mathers,Royal Dano,Parker Fennelly,Barry Macollum,Dwight Marfield,Shirley MacLaine",1955,The Trouble with Harry,7.2
Alfred Hitchcock,"James Stewart,Doris Day,Brenda de Banzie,Bernard Miles,Ralph Truman,Daniel Glin,Mogens Wieth,Alan Mowbray,Hillary Brooke,Christopher Olsen,Reggie Nalder,Richard Wattis,Noel Willman,Alix Talton,Yves Brainville",1956,The Man Who Knew Too Much,7.5
Alfred Hitchcock,"Henry Fonda,Vera Miles,Anthony Quayle,Harold J. Stone,Charles Cooper,John Heldabrand,Esther Minciotti,Doreen Lang,Laurinda Barrett,Norma Connolly,Nehemiah Persoff,Lola D'Annunzio,Kippy Campbell,Robert Essen,Richard Robbins",1956,The Wrong Man,7.5
Alfred Hitchcock,"Montgomery Clift,Anne Baxter,Karl Malden,Brian Aherne,O.E. Hasse,Roger Dann,Dolly Haas,Charles Andre",1953,I Confess,7.3
Jerome Sable,"Minnie Driver,Meat Loaf,Allie MacDonald,Douglas Smith,Kent Nolan,Brandon Uranowitz,Ephraim Ellis,Melanie Leishman,Thomas Alderson,James McGowan,Eli Batalion,Steffi DiDomenicantonio,Darren Summersby,Leanne Miller,Adrianna Di Liello",2014,Stage Fright,5.2
Joseph Ruben,"Vince Vaughn,Anne Heche,Joaquin Phoenix,David Conrad,Vera Farmiga,Nick Sandow,Jada Pinkett Smith,Ming Lee,Joel de la Fuente,Richard Chang,James McCauley,Brette Taylor,Deanna Yusoff,David Zayas,Amy Wong",1998,Return to Paradise,6.9
Robert Bierman,"Richard E. Grant,Helena Bonham Carter,Julian Wadham,Jim Carter,Harriet Walter,Lesley Vickerage,Barbara Leigh-Hunt,Liz Smith,John Clegg,Bill Wallis,Lill Roughley,Dorothea Alexander,Peter Stockbridge,Grant Parsons,Malcolm Sinclair",1997,A Merry War,6.5
Laurent Bouzereau,"Sean Connery,Kevin Costner,Brian De Palma,Andy Garcia,Art Linson,Charles Martin Smith",2004,"The Untouchables: The Script, the Cast",6
Bob Saget,"Norm MacDonald,Artie Lange,Jack Warden,Traylor Howard,Don Rickles,Christopher McDonald,Chevy Chase,Bradley Reid,Matt Steinberg,Joseph Sicilia,Austin Pool,Gerry Mendicino,A. Frank Ruffo,Hrant Alianak,Michael Vollans",1998,Dirty Work,6.4
Hark Tsui,"Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Paul Sorvino,Carman Lee,Wyman Wong,Glen Chin,Michael Wong,Moses Chan,Lynne Langdon,Ray Nicholas,Jeff Wolfe,Michael Miller,Steve Brettingham,Mark Houghton",1998,Knock Off,4.7
Brad Anderson,"Hope Davis,Philip Seymour Hoffman,Callie Thorne,Ken Cheeseman,Pamela Hart,Diane Beckett,Jeremy Geidt,Alan Gelfant,Dave Gilloran,Luz Alexandra Ramos,Emma Shaw,Kemp Harris,Neil Gustafson,Holland Taylor,E. Katherine Kerr",1998,Next Stop Wonderland,6.7
Gregory Nava,"Halle Berry,Vivica A. Fox,Lela Rochon,Larenz Tate,Paul Mazursky,Pamela Reed,Alexis Cruz,David Barry Gray,Miguel A. Nez Jr.,Clifton Powell,Lane Smith,Ben Vereen,Paula Jai Parker,Marcello Thedford,Norris Young",1998,Why Do Fools Fall in Love,6.3
Michael Lange,"Clark Duke,Scott Michael Foster,Spencer Grammer,Paul James,Jake McDorman,Amber Stevens West,Dilshad Vadsaria,Jacob Zachar,Nora Kirkpatrick,Sam Page,Gregory Michael,Aaron Hill,Yani Gellman,Kevin Kirkpatrick,Andrew Daly",,Your Friends and Neighbors,7.9
Alfred Hitchcock,"Farley Granger,Ruth Roman,Robert Walker,Leo G. Carroll,Patricia Hitchcock,Kasey Rogers,Marion Lorne,Jonathan Hale,Howard St. John,John Brown,Norma Varden,Robert Gist",1951,Strangers on a Train,8.1
William Nicholson,"Sophie Marceau,Stephen Dillane,Dominique Belcourt,Kevin Anderson,Lia Williams,Joss Ackland,Sally Dexter,Emma Amos,Maggie McCarthy,Wolf Kahler,Annabel Giles,John Flanagan,Valerie Minifie,Diana Payan,John Hodgkinson",1997,Firelight,7.3
Iara Lee,"Arthur Baker,Afrika Bambaataa,Carl Cox,David Kristian,Derrick May,Moby,Robert Moog,Giorgio Moroder,Genesis P-Orridge,Rob Playford,DJ Spooky,Karlheinz Stockhausen,Danny Tenaglia",1998,Modulations,7.1
Bill Plympton,"Charis Michelsen,Tom Larson,Richard Spore,Chris Cooke,Ruth Ray,J.B. Adams,John Russo Jr.,Jen Senko,John Holderried,Etta Valeska,Bill Martone,Tony Rossi",1997,I Married a Strange Person!,6.9
Mark Christopher,"Ryan Phillippe,Salma Hayek,Neve Campbell,Mike Myers,Sela Ward,Breckin Meyer,Sherry Stringfield,Ellen Albertini Dow,Cameron Mathison,Noam Jenkins,Jay Goede,Patrick Taylor,Heather Matarazzo,Skipp Sudduth,Aemilia Robinson",1998,54,5.8
Alfred Hitchcock,"Tallulah Bankhead,William Bendix,Walter Slezak,Mary Anderson,John Hodiak,Henry Hull,Heather Angel,Hume Cronyn,Canada Lee",1944,Lifeboat,7.8
Alfred Hitchcock,"Ingrid Bergman,Joseph Cotten,Michael Wilding,Margaret Leighton,Cecil Parker,Denis O'Dea,Jack Watling,Harcourt Williams,John Ruddock,Bill Shine,Victor Lucas,Ronald Adam,Francis De Wolff,G.H. Mulcaster,Olive Sloane",1949,Under Capricorn,6.2
,Patrick McGoohan,,Secret Agent,8.3
Alfred Hitchcock,"Cary Grant,Joan Fontaine,Cedric Hardwicke,Nigel Bruce,Dame May Whitty,Isabel Jeans,Heather Angel,Auriol Lee,Reginald Sheffield,Leo G. Carroll",1941,Suspicion,7.5
,"Rami Malek,Carly Chaikin,Portia Doubleday,Martin Wallstrm,Christian Slater,Stephanie Corneliussen,Michael Cristofer,Grace Gummer",,Mr. Robot,8.8
Alfred Hitchcock,"Nova Pilbeam,Derrick De Marney,Percy Marmont,Edward Rigby,Mary Clare,John Longden,George Curzon,Basil Radford,Pamela Carme,George Merritt,J.H. Roberts,Jerry Verno,H.F. Maltby,John Miller",1937,The Girl Was Young,7
Alfred Hitchcock,"Teresa Wright,Joseph Cotten,Macdonald Carey,Henry Travers,Patricia Collinge,Hume Cronyn,Wallace Ford,Edna May Wonacott,Charles Bates,Irving Bacon,Clarence Muse,Janet Shaw,Estelle Jewell",1943,Shadow of a Doubt,8
Alfred Hitchcock,"Margaret Lockwood,Michael Redgrave,Paul Lukas,Dame May Whitty,Cecil Parker,Linden Travers,Naunton Wayne,Basil Radford,Mary Clare,Emile Boreo,Googie Withers,Sally Stewart,Philip Leaver,Selma Vaz Dias,Catherine Lacey",1938,The Lady Vanishes,8
Alfred Hitchcock,"Gregory Peck,Ann Todd,Charles Laughton,Charles Coburn,Ethel Barrymore,Louis Jourdan,Alida Valli,Leo G. Carroll,Joan Tetzel,Isobel Elsom",1947,The Paradine Case,6.5
Franois Ozon,"Sasha Hails,Marina de Van,Samantha,Paul Raoux",1997,See the Sea,6.9
Alfred Hitchcock,"Sylvia Sidney,Oskar Homolka,Desmond Tester,John Loder,Joyce Barbour,Matthew Boulton,S.J. Warmington,William Dewhurst",1936,Sabotage,7.1
Ron Howard,"Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh,Patricia Hayes,Billy Barty,Pat Roach,Gavan O'Herlihy,David Steinberg,Phil Fondacaro,Tony Cox,Robert Gillibrand,Mark Northover,Kevin Pollak,Rick Overton",1988,Willow,7.3
Alfred Hitchcock,"Priscilla Lane,Robert Cummings,Otto Kruger,Alan Baxter,Clem Bevans,Norman Lloyd,Alma Kruger,Vaughan Glaser,Dorothy Peterson,Ian Wolfe,Frances Carson,Murray Alper,Kathryn Adams,Pedro de Cordoba,Billy Curtis",1942,Saboteur,7.2
Alfred Hitchcock,"Anny Ondra,Sara Allgood,Charles Paton,John Longden,Donald Calthrop,Cyril Ritchard,Hannah Jones,Harvey Braban,Ex-Det. Sergt. Bishop",1929,Blackmail,7
Alfred Hitchcock,"Betty Balfour,Jean Bradin,Ferdinand von Alten,Gordon Harker",1928,Champagne,5.7
Alfred Hitchcock,"Jameson Thomas,Lillian Hall-Davis,Gordon Harker,Gibb McLaughlin,Maud Gill,Louie Pounds,Olga Slade,Ruth Maitland,Antonia Brough,Haward Watts,Mollie Ellis",1928,The Farmer's Wife,6
"Andr Charlot,Jack Hulbert","Tommy Handley,Gordon Begg,Teddy Brown,Helen Burnell,Donald Calthrop,The Charlot Girls,Bobbie Comber,Cicely Courtneidge,Will Fyffe,Lawrence Green,Gordon Harker,Jack Hulbert,Hannah Jones,John Longden,Ivor McLaren",1930,Elstree Calling,5.8
Alfred Hitchcock,"Virginia Valli,Carmelita Geraghty,Miles Mander,John Stuart,Ferdinand Martini,Florence Helminger,Georg H. Schnell,Karl Falkenberg",1925,The Pleasure Garden,6
Alfred Hitchcock,"Carl Brisson,Malcolm Keen,Anny Ondra,Randle Ayrton,Clare Greet",1929,The Manxman,6.3
John Dahl,"Matt Damon,Gretchen Mol,John Malkovich,Paul Cicero,Ray Iannicelli,John Turturro,Merwin Goldsmith,Sonny Zito,Josh Mostel,Mal Z. Lawrence,Lenny Clarke,Peter Yoshida,Jay Boryea,Lenny Venito,Martin Landau",1998,Rounders,7.4
Alfred Hitchcock,"C.V. France,Helen Haye,Jill Esmond,Edmund Gwenn,John Longden,Phyllis Konstam,Frank Lawton,Herbert Ross,Dora Gregory,Edward Chapman,R.E. Jeffrey,George Bancroft,Ronald Frankau",1931,The Skin Game,5.8
Lance Hool,"Tom Berenger,Joaquim de Almeida,Daniela Romo,Mark Moses,Stuart Graham,Gregg Fitzgerald,Don Wycherley,Wolf Muser,Luke Hayden,Ilia Volok,Patrick Bergin,James Gammon,Carlos Carrasco,Stephen Tobolowsky,Dermot Martin",1999,One Man's Hero,6.2
Vincenzo Natali,"Nicole de Boer,Nicky Guadagni,David Hewlett,Andrew Miller,Julian Richings,Wayne Robson,Maurice Dean Wint",1997,Cube,7.3
Michael Carson,"Sigrid Thornton,David Wenham,John Howard,Jill Forster,Kevin Harrington,Cassandra Magrath,Kane McNay,Luke Bexley,Tarah Burns,Leanne Cherney,Fiona Corke,Kate Denborough,Christine Earle,Paul English,Peter Farago",,Something Rich and Strange,9.4
Timothy Hutton,"Evan Rachel Wood,Kevin Bacon,Mary Stuart Masterson,Marian Seldes,Cathy Moriarty,Amanda Minikus,Nicole Burdette,Bing Putney,Annie Jaynes,Joanne Pankow,Gareth Williams,Alan Mruvka,J.C. Quinn,R. Keith Harris,Nicole Namer",1997,Digging to China,6.9
Alfred Hitchcock,"Charles Laughton,Horace Hodges,Maureen O'Hara,Hay Petrie,Frederick Piper,Emlyn Williams,Herbert Lomas,Clare Greet,William Devlin,Jeanne De Casalis,Mabel Terry-Lewis,A. Bromley Davenport,George Curzon,Basil Radford,Leslie Banks",1939,Jamaica Inn,6.3
Troy Byer,"Troy Byer,Paget Brewster,Randi Ingerman,Michaline Babich,Tina Nguyen,Dale Paris,James Hyde,Phyllis Bash,Judith Lauro,Janis Rose Avillion,Joseph C. Phillips,William Walden,Natalia Ongaro,Diana Kato,Monique Bourgery",1998,Let's Talk About Sex,3.6
Mark Steven Johnson,"Joseph Mazzello,Ashley Judd,Oliver Platt,David Strathairn,Dana Ivey,Ian Michael Smith,Beatrice Winde,Jan Hooks,Cecilley Carroll,Sumela Kay,Sam Morton,Jim Carrey,John Mazzello,Holly Dennison,Peter MacNeill",1998,Simon Birch,6.9
Alfred Hitchcock,"Ivor Novello,Ben Webster,Norman McKinnel,Robin Irvine,Jerrold Robertshaw,Sybil Rhoda,Annette Benson,Lilian Braithwaite,Isabel Jeans,Ian Hunter,Hannah Jones,Barbara Gott,Violet Farebrother,Alf Goddard",1927,When Boys Leave Home,6.2
Tony Bill,"Chris Makepeace,Adam Baldwin,Matt Dillon,Paul Quandt,Hank Salas,Joan Cusack,Dean R. Miller,Tim Reyna,Richard Bradley,Denise Baske,Vicky Nelson,Tom Rielly,Paul Charbonneau,Laura Salenger,Bert Hoddinott",1980,My Bodyguard,7.1
,"George Peppard,Dwight Schultz,Mr. T,Dirk Benedict",,The A-Team,7.6
Randal Kleiser,"Jamie Lee Curtis,C. Thomas Howell,Patrick Swayze,Troy Donahue,Jennifer Jason Leigh,William Windom,Carole Cook,M. Emmet Walsh,Ramon Bieri,Elizabeth Gorcey,John Philbin,John Cusack,Joan Cusack,Camilla Hawk,Melissa Domke",1984,"Grandview, U.S.A.",5.1
James L. Brooks,"William Hurt,Albert Brooks,Holly Hunter,Robert Prosky,Lois Chiles,Joan Cusack,Peter Hackes,Christian Clemenson,Jack Nicholson,Robert Katims,Ed Wheeler,Stephen Mendillo,Kimber Shoop,Dwayne Markee,Gennie James",1987,Broadcast News,7.2
Robert Towne,"Billy Crudup,Donald Sutherland,Monica Potter,Jeremy Sisto,Matthew Lillard,Dean Norris,Billy Burke,Gabriel Olds,Judith Ivey,William Mapother,Adam Setliff,Nicholas R. Oleson,Amy Jo Johnson,Lisa Banes,Frank Shorter",1998,Without Limits,7.2
Tamar Simon Hoffs,"Susanna Hoffs,Dedee Pfeiffer,Joan Cusack,John Terlesky,James Shanta,Michael Ontkean,Pam Grier,Phil Brock,Kaaren Lee,Janelle Brady,Meshach Taylor,Will Seltzer,Denise Dumont,Mary Petrie,Kelly Lynn Gitter",1987,The Allnighter,4
Pat O'Connor,"Daniel Day-Lewis,Harry Dean Stanton,Kent Broadhurst,Maury Chaykin,Matthew Cowles,Joan Cusack,Keith David,Spalding Gray,Glenne Headly,Laurie Metcalf,Bill Moor,Deirdre O'Connell,Will Patton,Martha Plimpton,Rockets Redglare",1988,Stars and Bars,4.8
Mike Nichols,"Harrison Ford,Sigourney Weaver,Melanie Griffith,Alec Baldwin,Joan Cusack,Philip Bosco,Nora Dunn,Oliver Platt,James Lally,Kevin Spacey,Robert Easton,Olympia Dukakis,Amy Aquino,Jeffrey Nordling,Elizabeth Whitcraft",1988,Working Girl,6.7
Lina Wertmller,"Giancarlo Giannini,Mariangela Melato,Riccardo Salvino,Isa Danieli,Aldo Puglisi,Anna Melita,Giuseppe Durini,Lucrezia De Domizio,Luis Suarez,Luis Surez,Vittorio Fanfoni,Lorenzo Piani,Eros Pagni",1974,Swept Away,7.7
Jonathan Demme,"Paul Lazar,Alec Baldwin,Captain Haggerty,Marlene Willoughby,Frank Aquilino,Charles Napier,Michelle Pfeiffer,Joan Cusack,Ellen Foley,O-Lan Jones,Mercedes Ruehl,Jason Allen,Diane Puccerella,Suzanne Puccerella,Anthony J. Nici",1988,Married to the Mob,6.1
Cameron Crowe,"John Cusack,Ione Skye,John Mahoney,Lili Taylor,Amy Brooks,Pamela Adlon,Jason Gould,Loren Dean,Glenn Walker Harris Jr.,Charles Walker,Russel Lunday,Polly Platt,Gloria Cromwell,Jeremy Piven,Patrick O'Neill",1989,Say Anything...,7.4
"Hugh Croise,Seymour Hicks","Seymour Hicks,Stanley Logan,Gertrude McCoy,Ellaline Terriss,Ian Wilson",1923,Always Tell Your Wife,7.2
Garry Marshall,"Sean Young,Michael McKean,Gary Friedkin,Kyle T. Heffner,Rick Overton,Crystal Bernard,Ted McGinley,Saul Rubinek,Harry Dean Stanton,Pamela Reed,Taylor Negron,Patrick Collins,Dabney Coleman,Titos Vandis,Michael Richards",1982,Young Doctors in Love,5.2
Herbert Ross,"Steve Martin,Rick Moranis,Joan Cusack,Melanie Mayron,Bill Irwin,Carol Kane,William Hickey,Deborah Rush,Daniel Stern,Jesse Bradford,Corey Carrier,Seth Jaffe,Robert Miranda,Ed Lauter,Julie Bovasso",1990,My Blue Heaven,6.2
Charles Band,"Robert Glaudini,Demi Moore,Luca Bercovici,James Davidson,Al Fann,Tom Villard,Scott Thomson,Cherie Currie,Vivian Blaine,James Cavan,Joanelle Romero,Freddy Moore,Natalie May,Cheryl Smith,Joel Miller",1982,Parasite,3.5
,"Paul Reiser,Helen Hunt,John Pankow,Leila Kenzle,Anne Ramsay,Maui,Cynthia Harris,Louis Zorich",,Mad About You,6.6
Peter Sellars,"Mikhail Baryshnikov,Joan Cusack,Peter Gallagher,Ron Vawter,Kate Valk,Gregory Wallace,Werner Klemperer,Humbert Astredo,Paul Butler,Jim Clayburgh,Herb Downer,Herbert Duarte,Paul Eckstein,Henderson Forsythe,Mateo Gmez",1991,The Cabinet of Dr. Ramirez,5.2
Silvio Narizzano,"Paul Carafotes,Victor French,Lelia Goldoni,Val Avery,Demi Moore,William R. Moses,Bryon Morrow,Michael Alldredge,Stephen Nichols,Don Stark,Pat Buttram,George Barrows,Dennis Patrick,Bunny Summers,Sonny Gordon",1981,Choices,4.7
Paul Brickman,"Jessica Lange,Arliss Howard,Joan Cusack,Chris O'Donnell,Kathy Bates,Tom Mason,Charlie Korsmo,Belita Moreno,Jim Haynie,Corey Carrier,Shannon Moffett,Kevin Corrigan,David Cale,Constance Shulman,Mark Hardwick",1990,Men Don't Leave,6.7
Stanley Donen,"Michael Caine,Joseph Bologna,Valerie Harper,Michelle Johnson,Demi Moore,Jos Lewgoy,Lupe Gigliotti,Michael Menaugh,Tessy Callado,Ana Luca Lima,Maria Helena Velasco,Zeni Pereira,Eduardo Conde,Betty von Wien,Nelson Dantas",1984,Blame It on Rio,5.7
Neil Jordan,"Robert De Niro,Sean Penn,Demi Moore,Hoyt Axton,Bruno Kirby,Ray McAnally,James Russo,Wallace Shawn,John C. Reilly,Jay Brazeau,Ken Buhay,Elizabeth Lawrence,Bill Murdoch,Jessica Jickels,Frank C. Turner",1989,We're No Angels,6
Carl Schultz,"Demi Moore,Michael Biehn,Jrgen Prochnow,Peter Friedman,Manny Jacobs,John Taylor,Lee Garlington,Akosua Busia,Harry Basil,Arnold Johnson,John Walcutt,Michael Laskin,Hugo Stanger,Patricia Allison,Ian Buchanan",1988,The Seventh Sign,5.9
Terry Hughes,"Demi Moore,Jeff Daniels,George Dzundza,Mary Steenburgen,Frances McDormand,Margaret Colin,Max Perlich,Miriam Margolyes,Helen Hanft,Christopher Durang,Luis Avalos,Charles Pierce,Elizabeth Lawrence,Stephanie Laurence,Barry Neikrug",1991,The Butcher's Wife,5.3
Jim Mallon,"Trace Beaulieu,Joel Hodgson,Jim Mallon,Kevin Murphy,Frank Conniff",,Master Ninja I,8.2
Savage Steve Holland,"John Cusack,Linda Warren,Joel Murray,Grenville Cuyler,Bobcat Goldthwait,Kristen Goelz,Tom Villard,Curtis Armstrong,Sky,Laura Waterbury,Jennifer Yahoodik,Rachel C. Telegen,Demi Moore,John Matuszak,Paul M. Lane",1986,One Crazy Summer,6.4
Rob Reiner,"Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,Kiefer Sutherland,Kevin Pollak,James Marshall,J.T. Walsh,Christopher Guest,J.A. Preston,Matt Craven,Wolfgang Bodison,Xander Berkeley,John M. Jackson,Noah Wyle",1992,A Few Good Men,7.6
Alan Rudolph,"Demi Moore,Glenne Headly,Bruce Willis,John Pankow,Harvey Keitel,Billie Neal,Frank Vincent,Karen Shallo,Crystal Field,Marianne Leone,Marc Baron,Doris McCarthy,Christopher Scotellaro,Ron J. Amodea,Leonid Merzon",1991,Mortal Thoughts,5.7
Caroline Thomas,"Don Ameche,Richard Attenborough,Dan Aykroyd,Kim Basinger,Milton Berle,George Burns,Tim Burton,Nicolas Cage,John Carradine,Marge Champion,Geraldine Chaplin,Chevy Chase,Roger Corman,Kevin Costner,Billy Crystal",1994,A Century of Cinema,5.6
Emilio Estevez,"Demi Moore,Emilio Estevez,Tom Skerritt,Veronica Cartwright,William Allen Young,Richard Minchenberg,Ernie Lively,Bill Henderson,Gene Ross,Liam Sullivan,Charlie Sheen,Hal Fishman,Chuck Henry,Nicholas Shields,Barbara Stamm",1986,Wisdom,5.7
Dan Aykroyd,"Chevy Chase,Dan Aykroyd,John Candy,Demi Moore,Valri Bromfield,Taylor Negron,Bertila Damas,Raymond J. Barry,Brian Doyle-Murray,John Wesley,Peter Aykroyd,Daniel Baldwin,James Staszkiel,Deborah Lee Johnson,Karla Tamburrelli",1991,Nothing But Trouble,4.8
Jerry Schatzberg,"Jon Cryer,Demi Moore,George Wendt,Peter Frechette,Elizabeth Daily,Ann Wedgeworth,Jeffrey Tambor,Tim Robbins,Hamilton Camp,Scott Getlin,Judith Baldwin,Jennifer Tilly,Kene Holiday,Thomas Adams,Myles Berkowitz",1984,No Small Affair,5.5
Carl Franklin,"Meryl Streep,Rene Zellweger,William Hurt,Tom Everett Scott,Lauren Graham,Nicky Katt,James Eckhouse,Patrick Breen,Gerrit Graham,David Byron,Stephen Peabody,Lizbeth MacKay,Mary Catherine Wright,Sloane Shelton,Michele Shay",1998,One True Thing,7
James Ivory,"Kris Kristofferson,Barbara Hershey,Leelee Sobieski,Jane Birkin,Dominique Blanc,Jesse Bradford,Harley Cross,Isaach De Bankol,Macha Mril,Nathalie Richard,Anthony Roth Costanzo,Bob Swaim,Virginie Ledoyen,Luisa Conlon,Samuel Gruen",1998,A Soldier's Daughter Never Cries,6.9
Lance Mungia,"Jeffrey Falcon,Justin McGuire,Kim De Angelo,Stephane Gauger,Clifford Hugo,Oleg Bernov,Igor Yuzov,Zhenya Kolykhanov,George L. Casillas,Avi Sills,Monti Ellison,Kareem,Richard McGuire,Paul Szopa,Jefferson Wagner",1998,Six-String Samurai,6.7
Steve Pink,"Kevin Hart,Michael Ealy,Regina Hall,Joy Bryant,Christopher McDonald,Adam Rodriguez,Joe Lo Truglio,Paula Patton,Terrell Owens,Catherine Shu,David Greenman,Bryan Callen,Paul Quinn,Hailey Boyle,Selita Ebanks",2014,About Last Night,6.1
John Frankenheimer,"Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgrd,Sean Bean,Skipp Sudduth,Michael Lonsdale,Jan Trska,Jonathan Pryce,Ron Perkins,Fodor Atkine,Katarina Witt,Bernard Bloch,Dominic Gugliametti,Alan Beckworth",1998,Ronin,7.3
Jamie Blanks,"Jared Leto,Alicia Witt,Rebecca Gayheart,Michael Rosenbaum,Loretta Devine,Joshua Jackson,Tara Reid,John Neville,Julian Richings,Robert Englund,Danielle Harris,Natasha Gregson Wagner,Gord Martineau,Kay Hawtrey,Angela Vint",1998,Urban Legend,5.5
Ted Demme,"Denis Leary,Ian Hart,Jason Barry,Lenny Clarke,Kevin Chapman,George MacDonald,John Diehl,Lyndon Byers,Herbie Ade,Noah Emmerich,Famke Janssen,Melissa Fitzgerald,Don Gavin,Billy Crudup,Colm Meaney",1998,Monument Ave.,6.7
Jerzy Domaradzki,"Ruth Cracknell,Barry Otto,Toni Collette,John Flaus,Jeff Truman,Lyle O'Hara,Kate Agnew,Fiona Press,Pat Hutchinson,Rachel Szalay,Kris Bidenko,Janet Foye,Deborah Foster,Iris Shand,Michael Greir",1996,Lilian's Story,7
David Dobkin,"Joaquin Phoenix,Gregory Sporleder,Georgina Cates,Scott Wilson,Vince Vieluf,Wayne Brennan,Joseph D. Reitman,Vince Vaughn,Nicole Arlyn,Jeff Olson,Monica Moench,Kevin Rahm,Jesse Bennett,Phil Morris,Janeane Garofalo",1998,Clay Pigeons,6.6
Brett Ratner,"Ken Leung,Jackie Chan,Tom Wilkinson,Tzi Ma,Robert Littman,Michael Chow,Julia Hsu,Chris Tucker,Chris Penn,Kai Lennox,Larry Sullivan,Yang Lin,Roger Fan,George Cheung,Lucy Lin",1998,Rush Hour,6.9
Bernardo Bertolucci,"Debra Winger,John Malkovich,Campbell Scott,Jill Bennett,Timothy Spall,Eric Vu-An,Amina Annabi,Philippe Morier-Genoud,Sotigui Kouyat,Tom Novembre,Ben Smal,Kamel Cherif,Mohammed Afifi,Brahim Oubana,Carolyn De Fonseca",1990,The Sheltering Sky,6.8
John Waters,"Edward Furlong,Christina Ricci,Bess Armstrong,Mark Joy,Mary Kay Place,Martha Plimpton,Brendan Sexton III,Mink Stole,Lili Taylor,Patricia Hearst,Jean Schertler,Lauren Hulsey,Mo Fischer,Donald Neal,Carolyn Stayer",1998,Pecker,6.4
Ramin Niami,"Sandra Bernhard,Ornella Muti,Robert John Burke,Peter Stormare,Bai Ling,Paul Anthony Stewart,Bulle Ogier,Linda Dano,Bill Sage,Steven Schub,Kim Walker,John Fugelsang,Robert H. Shapiro,Kelly Dupre,Jimmy Noonan",1998,Somewhere in the City,4.3
